,Parcel ID,Land Use,Property City,Sale Date,Sale Price,Sold As Vacant,Multiple Parcels Involved in Sale,City,State,Acreage,Neighborhood,Land Value,Building Value,Total Value,Finished Area,Foundation Type,Year Built,Exterior Wall,Grade,Bedrooms,Full Bath,Half Bath
465,162 07 0 001.00,SINGLE FAMILY,ANTIOCH,2013-02-20,82620,No,No,ANTIOCH,TN,0.34,3929.0,24000.0,77800.0,101800.0,1632.0,SLAB,1972.0,BRICK,C   ,3.0,1.0,0.0
466,162 10 0 217.00,SINGLE FAMILY,NASHVILLE,2013-02-22,132000,No,No,NASHVILLE,TN,0.26,3929.0,24000.0,89300.0,113300.0,1459.5,CRAWL,1988.0,BRICK/FRAME,C   ,3.0,2.0,0.0
467,171 04 0A 058.00,SINGLE FAMILY,BRENTWOOD,2013-02-22,322900,No,No,,,,,,,,,,,,,,,
468,171 07 0B 005.00,VACANT RES LAND,BRENTWOOD,2013-02-14,170000,No,No,,,,,,,,,,,,,,,
469,172 02 0 112.00,SINGLE FAMILY,NASHVILLE,2013-02-11,340000,No,No,NASHVILLE,TN,0.66,4027.0,67000.0,273500.0,340500.0,3027.0,PT BSMT,1994.0,BRICK,B   ,3.0,3.0,0.0
470,172 04 0A 073.00,SINGLE FAMILY,NASHVILLE,2013-02-22,175000,No,No,,,,,,,,,,,,,,,
471,172 06 0A 083.00,SINGLE FAMILY,NASHVILLE,2013-02-22,364900,No,No,,,,,,,,,,,,,,,
472,172 08 0A 146.00,SINGLE FAMILY,ANTIOCH,2013-02-14,120000,No,No,,,,,,,,,,,,,,,
473,172 12 0B 190.00,SINGLE FAMILY,NASHVILLE,2013-02-27,169780,No,No,,,,,,,,,,,,,,,
474,173 05 0A 130.00,RESIDENTIAL CONDO,ANTIOCH,2013-02-13,116000,No,No,,,,,,,,,,,,,,,
475,173 09 0A 512.00,SINGLE FAMILY,NASHVILLE,2013-02-28,275000,No,No,,,,,,,,,,,,,,,
476,173 09 0A 596.00,SINGLE FAMILY,NASHVILLE,2013-02-21,163000,No,No,,,,,,,,,,,,,,,
477,173 09 0A 727.00,SINGLE FAMILY,NASHVILLE,2013-02-15,220000,No,No,,,,,,,,,,,,,,,
478,173 09 0B 054.00,SINGLE FAMILY,ANTIOCH,2013-02-28,196000,No,No,,,,,,,,,,,,,,,
479,173 09 0B 099.00,SINGLE FAMILY,ANTIOCH,2013-02-22,218000,No,No,,,,,,,,,,,,,,,
480,173 10 0A 025.00,SINGLE FAMILY,ANTIOCH,2013-02-19,224533,No,No,,,,,,,,,,,,,,,
481,173 16 0A 202.00,SINGLE FAMILY,ANTIOCH,2013-02-06,179900,No,No,,,,,,,,,,,,,,,
482,174 01 0A 101.00,SINGLE FAMILY,ANTIOCH,2013-02-14,137990,No,No,,,,,,,,,,,,,,,
483,174 01 0A 102.00,SINGLE FAMILY,ANTIOCH,2013-02-13,137990,No,No,,,,,,,,,,,,,,,
484,181 01 0A 141.00,SINGLE FAMILY,NASHVILLE,2013-02-12,249000,No,No,,,,,,,,,,,,,,,
485,181 03 0A 291.00,VACANT RES LAND,BRENTWOOD,2013-02-20,45000,No,No,,,,,,,,,,,,,,,
486,181 10 0D 019.00,SINGLE FAMILY,BRENTWOOD,2013-02-15,372258,No,No,,,,,,,,,,,,,,,
487,181 10 0E 090.00,SINGLE FAMILY,BRENTWOOD,2013-02-14,228975,No,No,,,,,,,,,,,,,,,
488,182 06 0A 270.00,SINGLE FAMILY,ANTIOCH,2013-02-26,128000,No,No,,,,,,,,,,,,,,,
489,182 12 0A 134.00,VACANT RES LAND,ANTIOCH,2013-02-25,25000,No,No,,,,,,,,,,,,,,,
490,183 05 0A 075.00,SINGLE FAMILY,ANTIOCH,2013-02-26,140000,No,No,,,,,,,,,,,,,,,
491,183 05 0A 345.00,SINGLE FAMILY,ANTIOCH,2013-02-08,205000,No,No,,,,,,,,,,,,,,,
492,186 04 0A 220.00,SINGLE FAMILY,NOLENSVILLE,2013-02-08,306920,No,No,,,,,,,,,,,,,,,
493,186 04 0A 228.00,SINGLE FAMILY,NOLENSVILLE,2013-02-21,336374,No,No,,,,,,,,,,,,,,,
494,091 13 0A 004.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-14,149900,No,No,,,,,,,,,,,,,,,
495,091 14 0B 022.00,SINGLE FAMILY,NASHVILLE,2013-02-13,390000,No,No,,,,,,,,,,,,,,,
496,091 15 0 136.00,SINGLE FAMILY,NASHVILLE,2013-02-13,250000,No,No,NASHVILLE,TN,0.17,2526.0,120000.0,411100.0,531100.0,3101.75,CRAWL,2013.0,FRAME,B   ,4.0,3.0,1.0
497,091 15 0 172.00,SINGLE FAMILY,NASHVILLE,2013-02-26,432000,No,No,NASHVILLE,TN,0.21,2526.0,120000.0,219300.0,339300.0,2457.0,PIERS,1915.0,FRAME,C   ,4.0,2.0,0.0
498,091 15 0C 002.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-08,135000,No,No,,,,,,,,,,,,,,,
499,091 16 0 079.00,SINGLE FAMILY,NASHVILLE,2013-02-15,331000,No,No,NASHVILLE,TN,0.21,2526.0,150000.0,152600.0,304000.0,1571.0,CRAWL,1906.0,FRAME,C   ,4.0,2.0,0.0
500,091 16 0 355.00,SINGLE FAMILY,NASHVILLE,2013-02-15,225000,No,No,NASHVILLE,TN,0.21,1126.0,65000.0,149800.0,214800.0,1287.0,CRAWL,1942.0,FRAME,C   ,2.0,2.0,0.0
501,091 16 0 390.00,SINGLE FAMILY,NASHVILLE,2013-02-25,625000,No,No,NASHVILLE,TN,0.17,2526.0,150000.0,454100.0,604100.0,3421.5,CRAWL,2008.0,FRAME,B   ,4.0,4.0,1.0
502,092 09 0 371.00,VACANT RES LAND,NASHVILLE,2013-02-22,90000,No,No,,,,,,,,,,,,,,,
503,092 13 0 279.00,SINGLE FAMILY,NASHVILLE,2013-02-12,367000,No,No,NASHVILLE,TN,0.17,1126.0,65000.0,256600.0,330000.0,2124.0,CRAWL,2012.0,FRAME,C   ,3.0,3.0,0.0
504,092 13 0E 001.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-13,385000,No,No,,,,,,,,,,,,,,,
505,092 16 0C 113.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-12,176928,No,No,,,,,,,,,,,,,,,
506,092 16 0E 074.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-01,870000,No,No,,,,,,,,,,,,,,,
507,093 09 0A 092.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-14,465000,No,No,,,,,,,,,,,,,,,
508,102 08 0 083.00,SINGLE FAMILY,NASHVILLE,2013-02-19,247000,No,No,NASHVILLE,TN,0.63,4426.0,115000.0,120500.0,235500.0,1523.0,CRAWL,1954.0,BRICK,C   ,3.0,1.0,1.0
509,102 11 0 020.00,SINGLE FAMILY,NASHVILLE,2013-02-21,205000,No,No,NASHVILLE,TN,0.92,4426.0,115000.0,183600.0,298600.0,2240.0,CRAWL,1955.0,BRICK,C   ,3.0,2.0,0.0
510,103 02 0 232.00,SINGLE FAMILY,NASHVILLE,2013-02-15,130000,No,No,NASHVILLE,TN,0.28,3330.0,35000.0,71500.0,106500.0,1296.0,CRAWL,1956.0,FRAME,C   ,3.0,1.0,0.0
511,103 03 0 141.00,DUPLEX,NASHVILLE,2013-02-14,265000,No,No,,,,,,,,,,,,,,,
512,103 03 0 252.00,VACANT RES LAND,NASHVILLE,2013-02-01,230000,No,No,NASHVILLE,TN,0.17,2526.0,150000.0,419200.0,584500.0,3243.0,CRAWL,2013.0,FRAME,B   ,3.0,2.0,1.0
513,103 07 0 045.00,SINGLE FAMILY,NASHVILLE,2013-02-22,203500,No,No,NASHVILLE,TN,0.25,3339.0,45000.0,125200.0,170200.0,1586.88,FULL BSMT,1954.0,FRAME,C   ,3.0,1.0,0.0
514,103 09 0 039.00,SINGLE FAMILY,NASHVILLE,2013-02-08,350000,No,No,NASHVILLE,TN,0.94,4427.0,135000.0,218400.0,353400.0,3054.1499,FULL BSMT,1967.0,BRICK,B   ,4.0,2.0,0.0
515,103 12 0 079.00,SINGLE FAMILY,NASHVILLE,2013-02-14,551500,No,No,NASHVILLE,TN,0.17,2626.0,195000.0,363800.0,559900.0,3002.0,FULL BSMT,1930.0,BRICK,B   ,4.0,3.0,0.0
516,103 15 0A 002.00,SINGLE FAMILY,NASHVILLE,2013-02-22,385000,No,No,,,,,,,,,,,,,,,
517,103 15 0B 008.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-14,187800,No,No,,,,,,,,,,,,,,,
518,103 15 0B 013.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-19,225000,No,No,,,,,,,,,,,,,,,
519,103 15 0B 088.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-07,145000,No,No,,,,,,,,,,,,,,,
520,103 15 0B 142.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-07,139900,No,No,,,,,,,,,,,,,,,
521,103 16 0G 201.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-21,190000,No,No,,,,,,,,,,,,,,,
522,104 01 0 181.00,DUPLEX,NASHVILLE,2013-02-15,220000,No,No,NASHVILLE,TN,0.27,2526.0,165000.0,96700.0,262000.0,992.0,FULL BSMT,1950.0,BRICK,C   ,4.0,2.0,0.0
523,104 02 0 063.00,VACANT RES LAND,NASHVILLE,2013-02-27,508333,No,No,,,,,,,,,,,,,,,
524,104 02 0 064.00,SINGLE FAMILY,NASHVILLE,2013-02-27,508333,No,No,,,,,,,,,,,,,,,
525,104 02 0 065.00,SINGLE FAMILY,NASHVILLE,2013-02-27,508333,No,No,,,,,,,,,,,,,,,
526,104 02 1A 105.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-26,267500,No,No,,,,,,,,,,,,,,,
527,104 02 1G 003.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-21,1249000,No,No,,,,,,,,,,,,,,,
528,104 05 0 163.00,SINGLE FAMILY,NASHVILLE,2013-02-22,320000,No,No,NASHVILLE,TN,0.27,2626.0,175000.0,151500.0,335700.0,1260.0,PT BSMT,1935.0,BRICK,B   ,2.0,1.0,0.0
529,104 05 0 227.00,SINGLE FAMILY,NASHVILLE,2013-02-19,357500,No,No,NASHVILLE,TN,0.32,2626.0,175000.0,139500.0,342500.0,1276.0,FULL BSMT,1920.0,FRAME,C   ,2.0,2.0,0.0
530,104 06 0 137.00,SINGLE FAMILY,NASHVILLE,2013-02-14,800000,No,No,NASHVILLE,TN,0.2,2426.0,214500.0,592300.0,806800.0,4091.2,PT BSMT,2004.0,BRICK,A   ,4.0,4.0,0.0
531,104 06 0A 047.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-22,138000,No,No,,,,,,,,,,,,,,,
532,104 08 0D 001.00,CONDO,NASHVILLE,2013-02-04,250000,No,No,,,,,,,,,,,,,,,
533,104 09 0 050.00,SINGLE FAMILY,NASHVILLE,2013-02-14,563570,No,No,NASHVILLE,TN,0.22,2626.0,195000.0,349800.0,544800.0,2328.0,FULL BSMT,1920.0,FRAME,B   ,3.0,2.0,0.0
534,104 09 0 238.00,SINGLE FAMILY,NASHVILLE,2013-02-25,1125000,No,No,NASHVILLE,TN,0.41,2626.0,210000.0,915000.0,1125000.0,4101.57004,FULL BSMT,1908.0,STUCCO,X   ,4.0,3.0,0.0
535,104 14 0H 015.00,SINGLE FAMILY,NASHVILLE,2013-02-21,572500,No,No,,,,,,,,,,,,,,,
536,104 14 0H 080.00,SINGLE FAMILY,NASHVILLE,2013-02-13,1380000,No,No,,,,,,,,,,,,,,,
537,104 15 0 051.00,SINGLE FAMILY,NASHVILLE,2013-02-01,425000,No,No,NASHVILLE,TN,0.18,2426.0,214500.0,126400.0,341500.0,1629.0,CRAWL,1925.0,BRICK,C   ,4.0,2.0,0.0
538,104 15 0 294.00,SINGLE FAMILY,NASHVILLE,2013-02-13,425000,No,No,NASHVILLE,TN,0.21,2426.0,214500.0,161000.0,375500.0,1718.0,PT BSMT,1935.0,BRICK,C   ,4.0,2.0,0.0
539,104 15 0 388.00,SINGLE FAMILY,NASHVILLE,2013-02-26,368000,No,No,NASHVILLE,TN,0.26,2426.0,214500.0,138000.0,352500.0,1413.0,CRAWL,1945.0,BRICK,C   ,3.0,3.0,1.0
540,104 15 0 479.00,SINGLE FAMILY,NASHVILLE,2013-02-15,810000,No,No,NASHVILLE,TN,0.18,2426.0,214500.0,498100.0,741800.0,3694.0,,2012.0,FRAME,B   ,3.0,3.0,0.0
541,104 16 0 259.00,SINGLE FAMILY,NASHVILLE,2013-02-15,307000,No,No,NASHVILLE,TN,0.26,2226.0,180000.0,640500.0,855000.0,3986.75,CRAWL,2013.0,BRICK/FRAME,B   ,4.0,4.0,0.0
542,105 01 0 143.00,SINGLE FAMILY,NASHVILLE,2013-02-15,510000,No,No,NASHVILLE,TN,0.17,1026.0,60000.0,445100.0,505100.0,3038.0,CRAWL,1920.0,BRICK,B   ,4.0,3.0,1.0
543,105 01 0 509.00,SINGLE FAMILY,NASHVILLE,2013-02-01,125000,No,No,NASHVILLE,TN,0.17,1026.0,35000.0,86300.0,121300.0,1161.0,CRAWL,1972.0,BRICK,C   ,3.0,1.0,0.0
544,105 01 0B 302.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-12,355000,No,No,,,,,,,,,,,,,,,
545,105 09 0 354.00,SINGLE FAMILY,NASHVILLE,2013-02-04,185000,No,No,,,,,,,,,,,,,,,
546,105 13 0 419.00,VACANT RES LAND,NASHVILLE,2013-02-04,270000,No,No,,,,,,,,,,,,,,,
547,105 13 0G 004.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-04,425000,No,No,,,,,,,,,,,,,,,
548,105 13 0M 002.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-15,460000,No,No,,,,,,,,,,,,,,,
549,105 14 0 299.00,SINGLE FAMILY,NASHVILLE,2013-02-22,175000,No,No,NASHVILLE,TN,0.3,1627.0,90000.0,170100.0,260100.0,1650.0,CRAWL,1970.0,BRICK,C   ,2.0,2.0,0.0
550,105 14 0C 311.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-01,162000,No,No,,,,,,,,,,,,,,,
551,115 03 0 037.00,SINGLE FAMILY,NASHVILLE,2013-02-11,268900,No,No,NASHVILLE,TN,0.95,4426.0,135000.0,124700.0,259700.0,1874.0,CRAWL,1959.0,BRICK/FRAME,C   ,2.0,1.0,0.0
552,115 05 0 032.00,SINGLE FAMILY,NASHVILLE,2013-02-01,390000,No,No,NASHVILLE,TN,1.76,4428.0,204000.0,189100.0,409200.0,2403.0,CRAWL,1920.0,BRICK,A   ,3.0,1.0,1.0
553,115 10 0 024.00,SINGLE FAMILY,NASHVILLE,2013-02-27,363500,No,No,NASHVILLE,TN,1.18,4428.0,170000.0,157800.0,327800.0,2600.0,CRAWL,1965.0,BRICK,B   ,5.0,3.0,0.0
554,116 03 0 117.00,SINGLE FAMILY,NASHVILLE,2013-02-28,400000,No,No,,,,,,,,,,,,,,,
555,116 03 0 130.00,SINGLE FAMILY,NASHVILLE,2013-02-01,430000,No,No,NASHVILLE,TN,0.34,3227.0,190000.0,207400.0,397400.0,2133.0,PT BSMT,1925.0,BRICK,C   ,3.0,3.0,0.0
556,116 03 0A 054.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-15,120000,No,No,,,,,,,,,,,,,,,
557,116 03 0B 124.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-25,211050,No,No,,,,,,,,,,,,,,,
558,116 03 0B 142.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-12,110000,No,No,,,,,,,,,,,,,,,
559,116 03 0M 219.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-28,365000,No,No,,,,,,,,,,,,,,,
560,116 04 0 135.00,SINGLE FAMILY,NASHVILLE,2013-02-15,639900,No,No,NASHVILLE,TN,0.19,3227.0,168000.0,517700.0,685700.0,3233.0,CRAWL,2012.0,BRICK,B   ,4.0,3.0,1.0
561,116 10 0 074.00,SINGLE FAMILY,NASHVILLE,2013-02-14,1025000,No,No,NASHVILLE,TN,0.43,9026.0,482600.0,519800.0,1002400.0,3555.0,PT BSMT,1928.0,STUCCO,X   ,4.0,3.0,1.0
562,116 11 0 114.00,VACANT RES LAND,NASHVILLE,2013-02-28,840000,No,No,NASHVILLE,TN,1.03,9026.0,722300.0,1494000.0,2216300.0,8223.00004,PT BSMT,2015.0,BRICK,X   ,5.0,5.0,2.0
563,116 12 0 083.00,SINGLE FAMILY,NASHVILLE,2013-02-15,337000,No,No,,,,,,,,,,,,,,,
564,116 13 0 065.00,SINGLE FAMILY,NASHVILLE,2013-02-26,307400,No,No,NASHVILLE,TN,0.94,4429.0,170000.0,121100.0,292100.0,1912.0,CRAWL,1956.0,BRICK,B   ,3.0,2.0,0.0
565,116 13 0 087.00,SINGLE FAMILY,NASHVILLE,2013-02-15,915000,No,No,NASHVILLE,TN,0.72,9026.0,486000.0,410000.0,896000.0,4162.0,CRAWL,1973.0,BRICK,A   ,4.0,4.0,0.0
566,116 13 0A 008.00,SINGLE FAMILY,NASHVILLE,2013-02-27,369500,No,No,,,,,,,,,,,,,,,
567,117 03 0A 141.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-21,132000,No,No,,,,,,,,,,,,,,,
568,117 03 0H 145.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-11,202000,No,No,,,,,,,,,,,,,,,
569,117 04 0 313.00,SINGLE FAMILY,NASHVILLE,2013-02-25,525000,No,No,NASHVILLE,TN,0.32,2229.0,198000.0,187800.0,385800.0,2024.39996,PT BSMT,1948.0,BRICK,C   ,3.0,2.0,0.0
570,117 04 0H 001.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-05,479000,No,No,,,,,,,,,,,,,,,
571,117 07 0M 040.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-26,242000,No,No,,,,,,,,,,,,,,,
572,117 08 0L 002.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-14,524000,No,No,,,,,,,,,,,,,,,
573,117 09 0 057.00,SINGLE FAMILY,NASHVILLE,2013-02-19,1700000,No,No,NASHVILLE,TN,1.33,3227.0,240000.0,1826100.0,2115400.0,15378.0,PT BSMT,1948.0,BRICK,X   ,10.0,10.0,0.0
574,117 10 0 029.00,VACANT RES LAND,NASHVILLE,2013-02-01,900000,No,No,NASHVILLE,TN,1.6,3227.0,288000.0,1822100.0,2149000.0,6754.0,CRAWL,2015.0,PRECAST CONC,X   ,4.0,5.0,2.0
575,117 11 0J 308.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-04,185000,No,No,,,,,,,,,,,,,,,
576,117 13 0B 140.00,SINGLE FAMILY,NASHVILLE,2013-02-26,1158000,No,No,,,,,,,,,,,,,,,
577,117 13 0I 001.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-06,629900,No,No,,,,,,,,,,,,,,,
578,117 15 0A 129.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-19,149000,No,No,,,,,,,,,,,,,,,
579,117 15 0A 161.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-12,142000,No,No,,,,,,,,,,,,,,,
580,117 15 0T 002.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-07,759900,No,No,,,,,,,,,,,,,,,
581,118 02 0 282.00,SINGLE FAMILY,NASHVILLE,2013-02-25,265000,No,No,,,,,,,,,,,,,,,
582,118 02 0G 001.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-12,495420,No,No,,,,,,,,,,,,,,,
583,118 02 0J 001.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-13,538000,No,No,,,,,,,,,,,,,,,
584,118 05 0A 024.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-06,229900,No,No,,,,,,,,,,,,,,,
585,118 05 0A 028.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-04,205000,No,No,,,,,,,,,,,,,,,
586,118 06 0 032.00,SINGLE FAMILY,NASHVILLE,2013-02-08,210000,No,No,,,,,,,,,,,,,,,
587,118 09 0 094.00,SINGLE FAMILY,NASHVILLE,2013-02-27,313200,No,No,NASHVILLE,TN,0.3,3726.0,175000.0,170600.0,348900.0,1960.0,PT BSMT,1938.0,BRICK,C   ,4.0,3.0,0.0
588,118 13 0 123.00,SINGLE FAMILY,NASHVILLE,2013-02-15,460000,No,No,NASHVILLE,TN,0.3,3726.0,175000.0,248400.0,423900.0,2483.39996,PT BSMT,1951.0,BRICK,C   ,3.0,2.0,0.0
589,128 03 0B 004.00,SINGLE FAMILY,NASHVILLE,2013-02-07,212000,No,No,,,,,,,,,,,,,,,
590,128 03 0B 020.00,SINGLE FAMILY,NASHVILLE,2013-02-25,223000,No,No,,,,,,,,,,,,,,,
591,128 13 0A 407.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-15,132000,No,No,,,,,,,,,,,,,,,
592,129 11 0A 503.00,ZERO LOT LINE,NASHVILLE,2013-02-13,149900,No,No,,,,,,,,,,,,,,,
593,129 14 0A 084.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-19,155000,No,No,,,,,,,,,,,,,,,
594,130 01 0A 030.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-12,140000,No,No,,,,,,,,,,,,,,,
595,130 01 0A 033.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-05,115000,No,No,,,,,,,,,,,,,,,
596,130 04 0 046.00,SINGLE FAMILY,NASHVILLE,2013-02-25,561110,No,No,NASHVILLE,TN,0.59,3229.0,315000.0,1028800.0,1343800.0,5063.0,CRAWL,2014.0,BRICK,X   ,4.0,4.0,1.0
597,130 10 0 099.00,SINGLE FAMILY,NASHVILLE,2013-02-20,432000,No,No,NASHVILLE,TN,0.57,9026.0,448900.0,693400.0,1142300.0,4576.54493,FULL BSMT,2015.0,FRAME,X   ,4.0,5.0,1.0
598,130 16 0 013.00,SINGLE FAMILY,NASHVILLE,2013-02-01,1355000,No,No,NASHVILLE,TN,1.01,9226.0,349600.0,976700.0,1326300.0,5727.0,CRAWL,2012.0,FRAME,X   ,5.0,5.0,2.0
599,131 02 0P 012.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-14,499000,No,No,,,,,,,,,,,,,,,
600,131 02 0P 013.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-12,469000,No,No,,,,,,,,,,,,,,,
601,131 04 0 152.00,SINGLE FAMILY,NASHVILLE,2013-02-15,245000,No,No,NASHVILLE,TN,0.38,3727.0,190000.0,515400.0,726300.0,3208.0,CRAWL,1948.0,BRICK/FRAME,B   ,4.0,3.0,1.0
602,131 05 0A 121.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-15,258500,No,No,,,,,,,,,,,,,,,
603,131 05 0B 306.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-13,147488,No,No,,,,,,,,,,,,,,,
604,131 05 0C 110.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-22,253000,No,No,,,,,,,,,,,,,,,
605,131 05 0C 114.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-12,278000,No,No,,,,,,,,,,,,,,,
606,131 06 0D 521.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-15,253000,No,No,,,,,,,,,,,,,,,
607,131 06 0H 079.00,SINGLE FAMILY,NASHVILLE,2013-02-15,406500,No,No,,,,,,,,,,,,,,,
608,131 07 0 078.00,SINGLE FAMILY,NASHVILLE,2013-02-21,350000,No,No,,,,,,,,,,,,,,,
609,131 11 0 083.00,SINGLE FAMILY,NASHVILLE,2013-02-15,285000,No,No,,,,,,,,,,,,,,,
610,131 15 0 066.00,SINGLE FAMILY,NASHVILLE,2013-02-14,490000,No,No,NASHVILLE,TN,1.1,3728.0,245000.0,160700.0,428200.0,3117.0,CRAWL,1955.0,BRICK,B   ,4.0,3.0,0.0
611,132 06 0 043.00,SINGLE FAMILY,NASHVILLE,2013-02-14,695000,No,No,NASHVILLE,TN,2.62,9527.0,434600.0,0.0,434600.0,,,,,,,,
612,132 13 0 057.00,SINGLE FAMILY,NASHVILLE,2013-02-28,560000,No,No,NASHVILLE,TN,1.02,9529.0,250000.0,286200.0,536200.0,2655.0,CRAWL,1954.0,BRICK,B   ,3.0,3.0,0.0
613,141 05 0A 006.00,VACANT RES LAND,NASHVILLE,2013-02-15,69956,No,No,,,,,,,,,,,,,,,
614,141 05 0A 103.00,VACANT RES LAND,NASHVILLE,2013-02-21,55900,No,No,,,,,,,,,,,,,,,
615,141 05 0A 196.00,VACANT RES LAND,NASHVILLE,2013-02-18,111800,No,Yes,,,,,,,,,,,,,,,
616,141 05 0A 198.00,SINGLE FAMILY,NASHVILLE,2013-02-22,202305,No,No,,,,,,,,,,,,,,,
617,141 05 0A 235.00,VACANT RES LAND,NASHVILLE,2013-02-18,111800,No,Yes,,,,,,,,,,,,,,,
618,141 05 0A 325.00,SINGLE FAMILY,NASHVILLE,2013-02-05,230255,No,No,,,,,,,,,,,,,,,
619,141 06 0C 118.00,SINGLE FAMILY,NASHVILLE,2013-02-01,197500,No,No,,,,,,,,,,,,,,,
620,142 07 0A 106.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-11,95000,No,No,,,,,,,,,,,,,,,
621,142 09 0D 077.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-08,140500,No,No,,,,,,,,,,,,,,,
622,142 09 0D 186.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-21,185000,No,No,,,,,,,,,,,,,,,
623,142 09 0F 600.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-25,168000,No,No,,,,,,,,,,,,,,,
624,142 13 0A 079.00,SINGLE FAMILY,NASHVILLE,2013-02-20,235000,No,No,,,,,,,,,,,,,,,
625,142 13 0C 016.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-13,155000,No,No,,,,,,,,,,,,,,,
626,143 10 0D 205.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-14,125500,No,No,,,,,,,,,,,,,,,
627,143 10 0D 211.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-07,124500,No,No,,,,,,,,,,,,,,,
628,145 05 0 029.00,SINGLE FAMILY,NASHVILLE,2013-02-08,705000,No,No,NASHVILLE,TN,2.04,9226.0,380000.0,341300.0,726800.0,6168.08001,FULL BSMT,1976.0,BRICK,A   ,5.0,4.0,0.0
629,146 05 0 002.00,SINGLE FAMILY,NASHVILLE,2013-02-01,1100000,No,No,NASHVILLE,TN,9.28,9529.0,625600.0,528900.0,1254200.0,8396.0,PT BSMT,1951.0,BRICK,A   ,6.0,5.0,0.0
630,146 10 0 076.00,SINGLE FAMILY,NASHVILLE,2013-02-15,1550000,No,No,NASHVILLE,TN,2.12,9529.0,357600.0,1386600.0,1744200.0,8959.01502,FULL BSMT,2009.0,BRICK,X   ,5.0,4.0,1.0
631,155 10 0A 072.00,SINGLE FAMILY,NASHVILLE,2013-02-08,259900,No,No,,,,,,,,,,,,,,,
632,155 16 0A 006.00,SINGLE FAMILY,NASHVILLE,2013-02-22,307500,No,No,,,,,,,,,,,,,,,
633,156 01 0A 008.00,SINGLE FAMILY,NASHVILLE,2013-02-20,196000,No,No,,,,,,,,,,,,,,,
634,156 05 0A 052.00,VACANT RES LAND,NASHVILLE,2013-02-08,268570,No,No,,,,,,,,,,,,,,,
635,158 12 0 012.00,SINGLE FAMILY,BRENTWOOD,2013-02-28,566920,No,No,BRENTWOOD,TN,2.82,9226.0,344500.0,222400.0,566900.0,5180.85,FULL BSMT,1968.0,BRICK,A   ,3.0,4.0,1.0
636,159 00 0 194.00,SINGLE FAMILY,BRENTWOOD,2013-02-04,650000,No,No,BRENTWOOD,TN,2.0,9226.0,315000.0,561100.0,876100.0,6284.0,SLAB,1977.0,BRICK,A   ,5.0,5.0,0.0
